iestades_kods;nosaukums
170077412;Vīksna Jānis - ārsta prakse neiroloģijā 
460800011;Dobžanska Ināra - ārsta prakse pediatrijā 
110000004;Dobulāne Tatjana -ģimenes ārsta prakse 
50077408;Treščinskis Staņislavs - ārsta prakse zobārstniecībā 
50000081;Lovčinovskis Viktors - ārsta prakse ķirurģijā 
130020301;Veselības un sociālās aprūpes centrs-Sloka, Pašvaldības sabiedrība ar ierobežotu atbildību
110000008;Eglīte Anita - ģimenes ārsta prakse
110000006;Bernāne Olita - ģimenes ārsta prakse 
110000001;Niedre Ilze - ģimenes ārsta prakse
10001108;Tjurina Dace - ārsta prakse neiroloģijā
620200028;Baukše Vineta - fizioterapeita prakse 
10000058;MED ALFA, Sabiedrība ar ierobežotu atbildību  
10064566;JURĢELE, Sabiedrība ar ierobežotu atbildību 
10064560;Estētiks, SIA 
900200089;Medinteks, SIA 
540200014;Stille Skaidrīte - ģimenes ārsta prakse
460200036;Dobeles un apkārtnes slimnīca, SIA
10001107;Fiļins Jurijs - ārsta prakse uroloģijā
840200065;Druvas vidusskola
900200084;Muižniece Ilze - ārsta prakse pneimonoloģijā
10000580;Rīgas146. pirmsskolas izglītības iestāde
620200058;VIZUĀLĀ DIAGNOSTIKA, SIA
620200017;Zauere Zanda - ģimenes ārsta prakse
680200021;Streļčs Staņislavs -ģimenes ārsta prakse
10000074;ZZ ZOBĀRSTNIECĪBA, Sabiedrība ar ierobežotu atbildību
400200013;Inas Mortukānes ārsta prakse, SIA 
740200038;Baika Anita - ģimenes ārsta, internista un kardiologa ārsta prakse
10077423;Gaile Zane - fizikālās un rehabilitācijas medicīnas ārsta prakse
50075404;N.Janpaule-ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
429300010;Rumas zobārstniecība, SIA
640600015;Liepiņa Indra - ārsta prakse zobārstniecībā 
801600058;Smilktiņš Gundars - ārsta prakse neiroloģijā
90077217;Evitas Lipšānes prakse zobārstniecībā, Sabiedrība ar ierobežotu atbildību 
250000137;Valmieras Pārgaujas sākumskola
381600010;Viļakas Veselības aprūpes centrs, Sabiedrība ar ierobežotu atbildību 
940200012;Uzbeka Ilona - ģimenes ārsta un ārsta pneimonologa prakse
10000759;Rīgas49. vidusskola
10000292;Zanes Bērziņas zobārstniecība, SIA
760200009;ABAKS AA, SIA
961600012;B. Kalniņas ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
801000007;Jaunķiķe Vineta - ģimenes ārsta prakse 
19475442;ArST prof, SIA
110000068;HERTCA, IK
440200006;Grotkere Iveta - ģimenes ārsta prakse 
440200005;Bicāns Juris -ģimenes ārsta prakse 
566900002;Martuzāne Līga - ģimenes ārsta prakse 
801200012;Ineses Rabkevičas ārsta prakse, SIA 
660200032;Bērziņa Anita - ģimenes ārsta prakse un ārsta prakse vispārējā ultrasonogrāfijas metodē
170077445;Saulīte-Kandevica Daina - ārsta prakse kardioloģijā un reimatoloģijā
440800009; Anitas Ločmeles ārsta prakse, Sabiedrība ar ierobežotu atbildību 
427300006;Briģis Jānis - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
427300006;Briģis Jānis - ģimenes ārsta un arodslimību ārsta prakse 
10000966;Saļimova Tatjana - masiera prakse
660200015;Strautiņš Andrejs - ģimenes ārsta prakse
660200031;Strautiņa Inese - ģimenes ārsta prakse 
210077426;Bikauniece Ināra - ārsta prakse dermatoloģijā, veneroloģijā
270000057;Veselības studija, Sabiedrība ar ierobežotu atbildību
270000009;DENTAL EDEM, SIA 
19477468;Žeigurs Artis - ārsta prakse pediatrijā
604300006;Krimans Vadims - ģimenes ārsta prakse
604300007;Spīķe Ingrīda - ģimenes ārsta prakse
804900007;N.Antipenko DENTIST, SIA 
10000732;Rīgas5. pamatskola - attīstības centrs 
170010601;Piejūras slimnīca, Valsts sabiedrība ar ierobežotu atbildību
170075406;Ševčuka Olita - ģimenes ārsta prakse 
10055203;SolMed, SIA
19377207;Sļadzevska Tatjana - ārsta prakse zobārstniecībā
804400013;Kadagas pirmsskolas izglītības iestāde
10044004;SALŪTE, SIA
10001141;ALSODENS, SIA
19675403;Kurbanova Daina - ģimenes ārsta un pediatra prakse 
19675402;Oniščuka Svetlana - ģimenes ārsta un pediatra prakse
250000087;VALMIERAS VESELĪBAS CENTRS, SIA
660200016;Āboltiņš Ilgarts - ģimenes ārsta prakse
250000133;Valmieras Olimpiskais centrs, SIA
250000037;Urbanoviča Iluta - fizioterapeita prakse
50077477;Krumpāne Anna - ārsta prakse ginekoloģijā, dzemdniecībā
440800011;Štāle Silvija - acu ārsta prakse
170000030;Petermane Inga - ārsta prakse pediatrijā 
10000587;Rīgas pirmsskolas izglītības iestāde Teiksma
320200012;Grīnvalde Ludmila - ārsta prakse ginekoloģijā un dzemdniecībā
440200001;Novickis Vitālijs - ģimenes ārsta prakse
270000072;Mičule Linda-ārsta prakse nefroloģijā 
19477225;Ābele Gija - ārsta prakse zobārstniecībā
380200026;Tjunītis Andris - ārsta prakse otolaringoloģijā un endoskopijā (gastrointestinālā endoskopija)
50077464;Jačmeņova Tatjana - ģimenes ārsta un pediatra prakse 
760200024;Petrāne Valentīna -ārsta prakse otolaringoloģijā
760200005;Petrāns Jānis - ģimenes ārsta prakse
50077218;Havekina Valentīna - ārsta prakse zobārstniecībā 
967100005;ASAFREJA, Sabiedrība ar ierobežotu atbildību 
90000083;D.Konstantinovas ārsta prakse, Sabiedrība ar ierobežotu atbildību 
50077482;Krompāne Svetlana - ārsta prakse oftalmoloģijā 
800800004;Iesalniece Rudīte - ģimenes ārsta prakse
10000169;Prima Komforts, Sabiedrība ar ierobežotu atbildību 
540200010;Ūdre Iveta - ārsta prakse zobārstniecībā 
10001119;Petruškova Irina - fizikālās un rehabilitācijas medicīnas un akupunktūras ārsta prakse
270000039;DENT PLUS, SIA
19377447;Stupina Tamāra - ārsta prakse dzemdniecībā, ginekoloģijā
19477408;Kreica Inese - ārsta prakse otolaringoloģijā 
10001122;Dr. Volksones acu ārsta prakse, Sabiedrība ar ierobežotu atbildību
500200037;Mazūre Jolanta - ārsta prakse ginekoloģijā un dzemdniecībā
10077443;Helds Alvils - ārsta prakse endokrinoloģijā 
19175407;Andersone Inese - ģimenes ārsta prakse 
19175402;Ģēģere Vineta -ģimenes ārsta prakse
19175404;Safranova Ieva -ģimenes ārsta prakse
10000152;Adamoviča Vivija - ārsta prakse pulmonoloģijā 
10000348;Solovjova Kira - ģimenes ārsta prakse 
130000054;PANSIONĀTS DZIMTENE, Sabiedrība ar ierobežotu atbildību
760200002;Preiļu slimnīca, Sabiedrība ar ierobežotu atbildību
19464015;MUGURKAULA VESELĪBAS CENTRS, SIA 
10000105;Ilonas Kamparas ārsta prakse, SIA
90000085;Voroņina Natālija - ārsta prakse kardioloģijā 
170000002;Vīva Ausma - ārsta prakse kardioloģijā
806900005;Mikova Aija - vecmātes prakse
270000069;Dr.Čēma endoskopiju privātprakse, Sabiedrība ar ierobežotu atbildību
19364008;ALERĢISKO SLIMĪBU IZMEKLĒŠANAS UN ĀRSTĒŠANAS CENTRS, Medicīniskā sabiedrība SIA
420200025;Ozoliņš Andis - zobu tehniķa prakse 
270000036;DENTA-D, SIA
10000311;Malina Svetlana - ārsta prakse zobārstniecībā 
400200035;Lauva Anita - ārsta prakse zobārstniecībā
400200034;Zinere Anita - ārsta prakse zobārstniecībā
10001134;Vaivode Laila - ārsta prakse pediatrijā
740200065;Volkopa Inese - ģimenes ārsta un pediatra prakse 
440800001;Veselības centrs Ilūkste, Sabiedrība ar ierobežotu atbildību 
460200048;M.Zakse-Grigorjana ģimenes ārsta prakse, SIA 
130000013;BBH Investments, Sabiedrība ar ierobežotu atbildību
1000010;Kokare Inese - ārsta prakse fizikālā un rehabilitācijas medicīnā, akupunktūrā un algoloģijā
10001140;Kusiņa Inta - ārsta prakse dermatoloģijā, veneroloģijā 
10001147;Viļuma Jeļena - ārsta prakse akupunktūrā
50077215;Ņikitina Irina - ārsta prakse zobārstniecībā
10000046;LD Rīgas pilsētas sociālās aprūpes centrs Gaiļezers
807600017;Dr. Ērgles Privātprakse, SIA
801000018;Adamova-Krastiņa Maija - ģimenes ārsta prakse
19664001;Sporta medicīna1, Sabiedrība ar ierobežotu atbildību
210000005;Nīmante Ilona - ārsta prakse neiroloģijā
170000019;Krasnopjorova Tatjana - ārsta prakse neiroloģijā
10000698;Razumihina Lidija - fizikālās un rehabilitācijas medicīnas ārsta prakse
10001155;ZOBĀRSTI, Sabiedrība ar ierobežotu atbildību
90077428;Freiberga Selga  - ārsta dermatologa, venerologa un kosmetologa prakse
90077428;Freiberga Selga -ārsta prakse dermatoveneroloģijā un kosmetoloģijā 
840200066;ARKUS, SIA
130000019;HOTEL JŪRMALA SPA, SIA 
760200030;Kurme Svetlana - fizioterapeita prakse 
90000049;Pastars Ilmārs - ārsta prakse ķirurģijā
130075415;D.Pakalniņas Ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību 
460200049;Bergmane Anita - ģimenes ārsta prakse
10001014;Fizioterapeiti, Sabiedrība ar ierobežotu atbildību 
10001117;Dentarium, Sabiedrība ar ierobežotu atbildību 
10001145;Mieze Rasma - ārsta radiologa diagnosta prakse 
50077460;Jeromāne Terēzija - ārsta prakse pediatrijā
880200048;VSV CENTRS, SIA
701400002;LUBĀNAS VESELĪBAS UN SOCIĀLAS APRŪPES CENTRS, Lubānas novada sociālais dienests
10000729;Rīgas3. pamatskola 
50000116;Osipova Jolita - ārsta prakse zobārstniecībā
170077421;K.Balodes ārstes prakse, SIA 
110000063;Betlere Anna - ārsta radiologa diagnosta prakse
130000055;Grīga Gita - ģimenes ārsta prakse
468900007;Veselības centrs Džūkste, SIA
130000056;Simsone Inta - ģimenes ārsta prakse
10001671;Ramonas Markuses ārsta prakse, Sabiedrība ar ierobežotu atbildību
10001163;THE HUNDRED, Sabiedrība ar ierobežotu atbildību
10000048;LD Rīgas pilsētas sociālās aprūpes centrs MEŽCIEMS 
130000057;Robalde Dace - ārsta prakse pediatrijā 
10001164;Derma klīnika, Sabiedrība ar ierobežotu atbildību
90077214;Rubule Kristīne - ārsta prakse zobārstniecībā
19575402;Gredzena Aija - ģimenes ārsta prakse
10001168;Ozols Jānis - ārsta prakse psihoterapijā
10001171;REVIMED, Sabiedrība ar ierobežotu atbildību
250000023;I.GRUNDMANES APO, SIA
250000060;OFTALMOLOĢIJAS SABIEDRĪBA GRUND-OPT, SIA
980200003;Annahites pamatskola
10001162;Klīnika OrtoMed, Sabiedrība ar ierobežotu atbildību
130075413;Zanes Torbejevas ģimenes ārstes prakse, SIA
50077219;Treščinska Jeļena - ārsta prakse zobārstniecībā
10000326;Ārstu prakse SAULESPUĶE, Sabiedrība ar ierobežotu atbildību
270000067;Saņina Ilze - masiera prakse
90075412;ILSTRE, Sabiedrība ar ierobežotu atbildību
50000118;Saltsevich Natalia - ārsta palīga prakse 
427300016;Liepas pirmsskolas izglītības iestāde Saulīte
210075403;Trušele Gunta- ģimenes ārsta prakse 
110000050;KATARSE, Sabiedrība ar ierobežotu atbildību
701400004;Ābola Sarmīte - ārsta prakse zobārstniecībā
500200046;JAUNGULBENES DOKTORĀTS, Gulbenes rajona Jaungulbenes pagasta L.Vebruāles ārstu prakses individuālais uzņēmums
840200026;Sigma Z, SIA
961000002;SĒĻU PAGASTA FELDŠERPUNKTS, Mazsalacas novada pašvaldība
170064502;Gribeļsku stomatoloģiskais kabinets, SIA
10000210;Naumovs Pāvels - ārsta homeopāta un otolaringologa prakse
210075405;Zariņa Ināra -ģimenes ārsta prakse 
10001109;MedHelp, Sabiedrība ar ierobežotu atbildību
961000001;RAMATAS PAGASTA FELDŠERPUNKTS, Mazsalacas novada pašvaldība 
409500012;A.Jurovas ģimenes ārsta prakse, SIA
427700007;Purmale Līga - ģimenes ārsta prakse
10000807;Rīgas Valda Avotiņa pamatskola – attīstības centrs
600200016;Juškevičs Juris - ģimenes ārsta prakse
460200050;Aksanas Utenkovas ārsta prakse, SIA
900200076;JAUNSĀTU PAGASTA FELDŠERU VECMĀŠU PUNKTS, Pūres un Jaunsātu pagastu pārvalde
10000745;Rīgas Lastādijas pamatskola
10077476;Tihomirova Margarita - ārsta prakse bērnu neiroloģijā 
10077476;Tihomirova Margarita - ārsta prakse bērnu neiroloģijā un pediatrijā
50075430;Biserova Gaļina -ģimenes ārsta prakse 
50075432;Tolmačova Svetlana - ģimenes ārsta prakse
50077463;Romanovska Regīna - ģimenes ārsta un pediatra prakse 
600200014;Sidorovs Viktors - ģimenes ārsta prakse 
600200015;Sidorova Nataša - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
600200003;Meņģiša Lija - ģimenes ārsta prakse 
10000962;Vitas Jirgensones ārsta prakse, SIA
809277401;OZOLIŅAS DOKTORĀTS, Individuālais komersants
10064117;Helga - Med, SIA
10000915;Duo J, Sabiedrība ar ierobežotu atbildību
130077414;S.Birznieces-Bekmanes ģimenes ārsta un pediatra prakse, Sabiedrība ar ierobežotu atbildību
409500004;Tērauds Elmārs - ārsta prakse psihiatrijā 
326100006;Doktore Inguna - ārsta prakse zobārstniecībā
19275436;I. Timčenko ģimenes ārsta prakse, SIA
10064522;Doktors Millers Medent, Sabiedrība ar ierobežotu atbildību 
440800008;Bogdanovičs Artūrs - ģimenes ārsta un internista prakse 
641400001;Kraģis Juris - ģimenes ārsta prakse 
19275403;Skurihina Inna - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
460200044;JEĻENA LAVRINOVIČA, IK
760200029;SIMEDA, SIA
130014001;SOCIĀLĀS INTEGRĀCIJAS VALSTS AĢENTŪRA
130014002;SOCIĀLĀS INTEGRĀCIJAS VALSTS AĢENTŪRA
10001184;Boķe Ausma - masiera prakse 
10000474;DentaLux,SIA
440200018;Dubnas feldšeru-vecmāšu punkts, DUBNAS PAGASTA PĀRVALDE
10000653;Rīgas pirmsskolas izglītības iestāde Zilbīte
250000021;Sandras Dunkures ārsta prakse oftalmoloģijā, SIA
10001156;Vensa, SIA
210000004;Vinogradova Tamāra - ārsta prakse zobārstniecībā
641000019;GAVIEZES FELDŠERPUNKTS, GROBIŅAS NOVADA DOME
641600008;GRAMZDAS FELDŠERU PUNKTS, PRIEKULES NOVADA DOME
641600009;AIZVĪĶU FELDŠERU PUNKTS, PRIEKULES NOVADA DOME
900200077;LESTENES FELDŠERU-VECMĀŠU PUNKTS, Irlavas un Lestenes pagastu pārvalde
10000590;Smeltere Ligita - ārsta prakse neiroloģijā un algoloģijā
800800027;R.D. doktorāts, SIA
647900007;OTAŅĶU FELDŠERPUNKTS, NĪCAS NOVADA DOME
641000021;MEDZES VESELĪBAS APRŪPES CENTRS, GROBIŅAS NOVADA DOME
19466201;AKRONA12, sabiedrība ar ierobežotu atbildību
600200024;KALNIEŠU FELDŠERU-VECMĀŠU PUNKTS, Krāslavas novada Kalniešu pagasta pārvalde 
10000528;Jona LP, SIA
19377430;Gerke Linda - ārsta prakse dermatoloģijā, veneroloģijā
900200074;Bērnu un jauniešu centrs Sapņi
10001195;Dr.Apines zobārstniecības klīnika, Sabiedrība ar ierobežotu atbildību 
620200048;Padures veselības punkts, Kuldīgas novada pašvaldība
10011401;Traumatoloģijas un ortopēdijas slimnīca, valsts SIA
19364007;VALTERA PROTĒŽU LABORATORIJA, Sabiedrība ar ierobežotu atbildību
780200022;GRIŠKĀNU FELDŠERU-AKUŠIERU PUNKTS, RĒZEKNES NOVADA PAŠVALDĪBAS GRISĶĀNU PAGASTA PĀRVALDE
10000477;Žilina Nataļja - ārsta prakse akupunktūrā
10000218;Valdmane Vita - ārsta prakse homeopātijā
600200012;Procevska Marina - ģimenes ārsta prakse
600200025;KAPLAVAS FELDŠERU-VECMĀŠU PUNKTS, KRĀSLAVAS NOVADA DOME
130077204;Jankovska Ingvilda - ārsta prakse zobārstniecībā
10001909;Aesthetica, SIA
130000007;INSLA , Sabiedrība ar ierobežotu atbildību
19677431;Medett, Sabiedrība ar ierobežotu atbildību
801600059;LE FIZIO, SIA
640600018;Kalvenes pagasta feldšeru - vecmāšu punkts, Aizputes novada dome
19477435;Beļēviča Ināra - ģimenes ārsta prakse
170024104;JAUNLIEPĀJAS PRIMĀRĀS VESELĪBAS APRŪPES CENTRS, Sabiedrība ar ierobežotu atbildību
406464501;IECAVAS ZOBĀRSTNIECĪBA, sabiedrība ar ierobežotu atbildību 
566900006;Kalvāne Līga - ģimenes ārsta prakse
360200055;KALNCEMPJU FELDŠERU-VECMĀŠU PUNKTS, ALŪKSNES NOVADA PAŠVALDĪBA 
10000190;BALT INFO LAB, Sabiedrība ar ierobežotu atbildību
440200020;SALIENAS FELDŠERU-VECMĀŠU PUNKTS, SALIENAS PAGASTA PĀRVALDE
740200032;Āboliņa Nataļja - ģimenes ārsta prakse 
880200038;Kondratoviča Ausma - ārsta prakse kardioloģijā 
170077201;Veselības salons Z, Sabiedrība ar ierobežotu atbildību
406477202;Daces Siugales zobārstniecība, Sabiedrība ar ierobežotu atbildību 
170000025;TEV, Sociālais centrs SIA
681000005;Skrule Agnese -ģimenes ārsta prakse 
700200038;Pētersone Anita - masiera prakse
10000497;Zalamanes, Skrodeles, Bīgestānes klīnika, SIA
10000535;LĀZERPLASTIKAS KLĪNIKA, SIA
10000070;Bituleva Yulia - ārsta prakse zobārstniecībā
50000009;Požarskis Anatolijs - ģimenes ārsta, seksologa, seksopatologa un psihoterapeita prakse 
600200009;Prokofjeva Antoņina - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
600200035;Pogumirskis Jāzeps - ģimenes ārsta un neirologa prakse 
19177434;Zvagūze Inta - ģimenes ārsta prakse
110000023;Eihmane Laima - ārsta prakse zobārstniecībā
681000009;MEŽVIDU FELDŠERU-VECMĀŠU PUNKTS, Kārsavas novada pašvaldība
681800008;PASIENES AMBULANCE, Zilupes novada pašvaldība
10075405;Ozola Aina - ģimenes ārsta prakse
10000974;Broka Zane - ģimenes ārsta prakse 
880200072;Ivetas Beķeres ārsta prakse radioloģijā-diagnostikā, ultrasonogrāfijas kabinets, IK
90077220;Ivija, Sabiedrība ar ierobežotu atbildību
10000851;Rīgas Valsts2. ģimnāzija
761200011;Valaine Maija - ārsta prakse zobārstniecībā
130000030;Krēgers Roalds - masiera prakse 
10001189;Bērziņa Māra - ārsta prakse neiroloģijā un algoloģijā 
620200047;ĪVANDES FELDŠERU PUNKTS, KULDĪGAS NOVADA ĪVANDES PAGASTA PĀRVALDE
10000173;Lobanova Olga - ārsta prakse ginekoloģijā, dzemdniecībā
905100008;APŠUCIEMA FELDŠERU PUNKTS, ENGURES NOVADA DOME
250000071;Pudze Dace - ārsta prakse ginekoloģijā, dzemdniecībā 
90000001;Lapa Natālija - ārsta prakse ginekoloģijā, dzemdniecībā
10000235;TEHNISKĀ ORTOPĒDIJA, Sabiedrība ar ierobežotu atbildību 
19475414;Kaļiņina Gaļina - ģimenes ārsta prakse 
10000215;Romane Vija - masiera prakse 
250000156;Ērglis Alvis - ārsta prakse uroloģijā
620200049;Laimas Jansones ārsta prakse, SIA
900200009;Balode Dina - ārsta internista prakse
50075418;Gorbunova Gertruda - ģimenes ārsta prakse 
50075403;Grincevičiene Olga - ģimenes ārsta prakse
660200007;Ingūnas Kalniņas zobārsta prakse, Sabiedrība ar ierobežotu atbildību 
10001210;Hedvigas Kronbergas ģimenes ārsta prakse, SIA
800800028; LL prakse, SIA
10000890;HEMILATS, Sabiedrība ar ierobežotu atbildību
10000036;OC VISION, SIA
740200071;Suntažu pamatskola - rehabilitācijas centrs
888300008;Rojas zobārstniecība, Sabiedrība ar ierobežotu atbildību 
210075421;Novikova Dzintra - ģimenes ārsta prakse 
780200016;Kairiša Silva -ģimenes ārsta prakse
210075414;Ivanova Iraida - ģimenes ārsta prakse 
10000033;DETOX, Sabiedrība ar ierobežotu atbildību
10001198;Ronald McDonald House Charities Latvija, Nodibinājums
620200024;Upenieks Ēvalds - ģimenes ārsta prakse 
740200080;OPTIC GURU, Sabiedrība ar ierobežotu atbildību
90077416;Ligitas Igaunes ārsta prakse neiroloģijā, SIA
130066201;DUBULTU DOKTORĀTS, Sabiedrība ar ierobežotu atbildību
800600008;Lāces Ineses ārsta prakse zobārstniecībā, SIA
566900001;Elsberga Rita - ārsta prakse zobārstniecībā 
360200013;PEDEDZES LAUKU AMBULANCE, ALŪKSNES NOVADA PAŠVALDĪBA 
10001221;AQUA FITNESS, Sabiedrība ar ierobežotu atbildību
801600060; Polna Anda - ārsta osteopāta un pediatra prakse
10001217;DentaPlan, Sabiedrība ar ierobežotu atbildību 
10000234;Rīgas Austrumu klīniskā universitātes slimnīca, Sabiedrība ar ierobežotu atbildību 
804400016;Zeibote Ilze - fizioterapeita prakse 
270077406;Urtāne Ilona -ārsta prakse neiroloģijā
10001224;Veides ārstu prakse, IK
10001220;Dental Practice, Sabiedrība ar ierobežotu atbildību
10001204;N. KALAŠŅIKOVAS PRIVĀTPRAKSE, Sabiedrība ar ierobežotu atbildību  
10001190;Ceriņa Iveta - ģimenes ārsta prakse 
900200025;Cinkus Vēsma -ģimenes ārsta prakse
